"Group.1","control","dry","none_Fd","none_Fs","none_Fv","watered","Kingdom","Phylum","Class","Order","Family","Genus"
9724,NA,NA,1,1,NA,NA,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Nonlabens"
9727,NA,NA,NA,1,NA,NA,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Nonlabens"
9734,NA,NA,NA,1,NA,1,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Nonlabens"
9736,NA,NA,NA,1,NA,NA,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Nonlabens"
9740,1,NA,NA,NA,NA,NA,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacteriaceae_ge"
9828,NA,NA,1,NA,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","KI89A_clade","KI89A_clade_fa","KI89A_clade_ge"
9997,NA,NA,NA,1,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Granulosicoccaceae","Granulosicoccus"
9999,1,NA,NA,NA,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Granulosicoccaceae","Granulosicoccus"
10000,1,NA,NA,1,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Granulosicoccaceae","Granulosicoccus"
10195,1,NA,NA,1,NA,NA,"Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","OM27_clade"
10300,NA,NA,NA,1,NA,NA,"Bacteria","Actinobacteria","Nitriliruptoria","Euzebyales","Euzebyaceae","Euzebya"
10350,1,NA,1,1,1,1,"Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Roseibacillus"
10351,1,NA,1,1,1,1,"Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Roseibacillus"
10352,1,NA,NA,1,NA,NA,"Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Roseibacillus"
10360,NA,NA,1,NA,NA,NA,"Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Roseibacillus"
10361,1,1,1,1,1,1,"Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Roseibacillus"
10362,NA,NA,1,NA,NA,NA,"Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Roseibacillus"
10369,1,NA,1,NA,1,NA,"Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Roseibacillus"
10370,NA,NA,1,NA,NA,NA,"Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Roseibacillus"
10383,NA,NA,1,NA,NA,NA,"Bacteria","Cyanobacteria","Cyanobacteria","SubsectionI","FamilyI","FamilyI_ge"
10384,NA,NA,1,NA,NA,NA,"Bacteria","Cyanobacteria","Cyanobacteria","SubsectionI","FamilyI","FamilyI_ge"
10390,1,1,NA,NA,1,1,"Bacteria","Cyanobacteria","Cyanobacteria","SubsectionII","FamilyII","Pleurocapsa"
10392,1,1,1,1,1,1,"Bacteria","Cyanobacteria","Cyanobacteria","SubsectionII","FamilyII","Pleurocapsa"
10574,1,NA,1,NA,1,NA,"Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Roseibacillus"
10576,NA,NA,1,NA,NA,NA,"Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Roseibacillus"
10607,1,NA,1,NA,1,NA,"Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Roseibacillus"
10608,1,NA,1,NA,NA,NA,"Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Roseibacillus"
10711,NA,NA,NA,1,NA,NA,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Taibaiella"
10746,NA,NA,NA,NA,NA,1,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Maribacter"
10760,NA,NA,NA,NA,1,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Litorimonas"
10763,1,NA,NA,NA,1,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Litorimonas"
10810,NA,NA,NA,1,NA,NA,"Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Luteolibacter"
11010,NA,NA,1,NA,NA,NA,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Saprospiraceae","Portibacter"
11107,1,NA,1,1,1,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Hellea"
11118,1,1,1,NA,1,1,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Litorimonas"
11119,NA,NA,1,NA,NA,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Litorimonas"
11130,1,NA,NA,NA,NA,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Robiginitomaculum"
11131,NA,NA,1,NA,NA,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Robiginitomaculum"
11137,1,NA,1,1,1,NA,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Taibaiella"
11138,NA,NA,1,NA,NA,NA,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Taibaiella"
11277,1,NA,NA,NA,NA,NA,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Saprospiraceae","Saprospiraceae_ge"
11311,NA,NA,1,NA,NA,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Litorimonas"
11313,1,NA,1,NA,1,1,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Fretibacter"
11343,NA,NA,NA,1,1,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria_Incertae_Sedis","Alphaproteobacteria_Incertae_Sedis_fa","Alphaproteobacteria_Incertae_Sedis_ge"
11355,1,NA,1,NA,1,NA,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Saprospiraceae","Saprospiraceae_ge"
11356,1,NA,1,NA,1,NA,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Saprospiraceae","Saprospiraceae_ge"
11357,NA,NA,1,NA,NA,NA,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Saprospiraceae","Saprospiraceae_ge"
11377,NA,NA,NA,1,NA,NA,"Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","Acidimicrobiaceae","Ilumatobacter"
11396,NA,NA,1,NA,NA,NA,"Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","Sva0996_marine_group","Sva0996_marine_group_ge"
11429,NA,NA,1,1,NA,NA,"Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","Acidimicrobiales_fa","Acidimicrobiales_ge"
11430,NA,NA,1,NA,NA,NA,"Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","Acidimicrobiales_fa","Acidimicrobiales_ge"
11443,NA,NA,1,NA,NA,NA,"Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","Sva0996_marine_group","Sva0996_marine_group_ge"
11538,1,1,NA,1,NA,1,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Hahellaceae","Hahella"
11645,NA,1,NA,NA,NA,1,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae","Marinomonas"
11652,NA,1,NA,NA,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae","Marinomonas"
11724,NA,NA,1,NA,NA,NA,"Bacteria","Cyanobacteria","Cyanobacteria","SubsectionII","FamilyII","Pleurocapsa"
11725,NA,NA,1,NA,NA,NA,"Bacteria","Cyanobacteria","Cyanobacteria","SubsectionII","FamilyII","Pleurocapsa"
11784,NA,NA,1,NA,NA,NA,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacteriaceae_ge"
12010,NA,NA,1,NA,NA,NA,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Blastopirellula"
12119,NA,NA,NA,NA,NA,1,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Sulfitobacter"
12129,1,1,NA,NA,1,1,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_ge"
12130,1,NA,NA,NA,NA,1,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Octadecabacter"
12134,1,1,NA,1,1,1,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Octadecabacter"
12135,1,NA,NA,NA,1,1,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Octadecabacter"
12197,NA,NA,NA,1,NA,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_ge"
12205,NA,NA,NA,NA,NA,1,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Sulfitobacter"
12206,1,1,1,1,1,1,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_ge"
12214,1,1,1,1,1,1,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Sulfitobacter"
12235,1,NA,1,NA,NA,1,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Loktanella"
12254,1,1,1,1,1,1,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Octadecabacter"
12326,NA,NA,1,NA,NA,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Pseudahrensia"
12331,NA,NA,NA,1,NA,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Ahrensia"
12353,NA,1,NA,NA,NA,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_ge"
12369,NA,NA,NA,1,NA,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Parvularculales","Parvularculaceae","Parvularculaceae_ge"
12388,1,1,1,NA,NA,1,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Loktanella"
12440,1,NA,NA,NA,NA,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_ge"
12489,1,1,NA,1,1,1,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Tateyamaria"
12505,NA,NA,1,NA,NA,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Tateyamaria"
12519,1,NA,1,1,1,1,"Bacteria","Proteobacteria","Alphaproteobacteria","Parvularculales","Parvularculaceae","Parvularculaceae_ge"
12606,NA,NA,1,NA,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Thiotrichaceae","Leucothrix"
12607,1,NA,1,NA,1,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Thiotrichaceae","Leucothrix"
12610,NA,NA,1,NA,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Thiotrichaceae","Leucothrix"
12612,NA,NA,1,NA,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Thiotrichaceae","Leucothrix"
12613,NA,NA,1,NA,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Thiotrichaceae","Leucothrix"
12636,1,NA,1,NA,1,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Thiotrichaceae","Leucothrix"
12637,1,1,1,NA,1,1,"Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Thiotrichaceae","Leucothrix"
12686,NA,1,NA,NA,1,1,"Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Aliiglaciecola"
12718,NA,NA,NA,NA,NA,1,"Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Paraglaciecola"
12729,NA,NA,NA,NA,NA,1,"Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Glaciecola"
12811,NA,1,NA,NA,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Psychromonadaceae","Psychromonas"
12828,NA,NA,1,NA,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Escherichia-Shigella"
13104,1,NA,NA,NA,1,NA,"Bacteria","Planctomycetes","OM190","OM190_or","OM190_fa","OM190_ge"
13113,NA,NA,1,NA,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Thiotrichaceae","Cocleimonas"
13165,NA,NA,NA,1,NA,NA,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","NS11-12_marine_group","NS11-12_marine_group_ge"
13169,NA,NA,1,NA,NA,NA,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Saprospiraceae","Saprospiraceae_ge"
13371,1,NA,NA,NA,NA,NA,"Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Bacteriovoracaceae_ge"
13378,NA,NA,NA,NA,1,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria_Incertae_Sedis","Alphaproteobacteria_Incertae_Sedis_fa","Alphaproteobacteria_Incertae_Sedis_ge"
13500,NA,NA,NA,1,NA,NA,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Saprospiraceae","Lewinella"
13589,NA,NA,NA,1,NA,NA,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacteriaceae_ge"
13592,NA,NA,NA,1,NA,NA,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacteriaceae_ge"
13594,1,NA,1,1,NA,NA,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacteriaceae_ge"
13617,NA,NA,1,NA,NA,NA,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacteriaceae_ge"
13623,NA,NA,NA,1,NA,NA,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacteriaceae_ge"
13823,NA,NA,1,NA,NA,NA,"Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Roseibacillus"
13824,NA,NA,1,NA,NA,NA,"Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Roseibacillus"
13825,NA,NA,1,NA,NA,NA,"Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Roseibacillus"
13889,NA,NA,1,NA,NA,NA,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Saprospiraceae","Saprospiraceae_ge"
14045,NA,NA,1,NA,NA,NA,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Saprospiraceae","Saprospiraceae_ge"
14046,NA,NA,1,NA,NA,NA,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Saprospiraceae","Saprospiraceae_ge"
14047,1,NA,1,1,1,NA,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Saprospiraceae","Saprospiraceae_ge"
14048,NA,NA,1,NA,NA,NA,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Saprospiraceae","Saprospiraceae_ge"
14050,NA,NA,1,NA,NA,NA,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Saprospiraceae","Saprospiraceae_ge"
14071,1,NA,1,NA,1,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Robiginitomaculum"
14092,NA,NA,NA,1,NA,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Robiginitomaculum"
14111,NA,NA,1,NA,NA,NA,"Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","Acidimicrobiales_fa","Acidimicrobiales_ge"
14113,NA,NA,1,NA,NA,NA,"Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","Acidimicrobiales_fa","Acidimicrobiales_ge"
14464,NA,NA,NA,1,NA,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Pseudahrensia"
14571,1,NA,1,NA,1,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Dinoroseobacter"
14634,1,NA,1,NA,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Thiotrichaceae","Leucothrix"
14636,NA,NA,1,NA,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Thiotrichaceae","Leucothrix"
14637,NA,NA,1,NA,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Thiotrichaceae","Leucothrix"
14638,NA,NA,1,NA,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Thiotrichaceae","Leucothrix"
14658,1,NA,1,NA,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Arenicellales","Arenicellaceae","Arenicella"
14674,NA,1,NA,NA,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Psychromonadaceae","Psychromonas"
14717,NA,NA,1,NA,NA,NA,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Saprospiraceae","Saprospiraceae_ge"
14744,1,NA,1,1,1,1,"Bacteria","Planctomycetes","OM190","OM190_or","OM190_fa","OM190_ge"
14952,1,NA,NA,NA,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Colwelliaceae","Colwellia"
15020,NA,NA,1,1,NA,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_ge"
15264,NA,NA,1,NA,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Thioalkalispiraceae","Thiohalophilus"
15392,NA,NA,1,NA,1,NA,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Saprospiraceae","Saprospiraceae_ge"
